ასე მა ქიმუოშვიტინანქ თეეს.	Now, I'll whistle with it.
ასე თქვაცალო ჩაბერვათ, ასე დინობარუათჷ.	You have to blow it.
ათექ მა მუთ გინომით თე ბაღანაქჷ ქოიჩქჷნო?	Do you know how Dito surprised me?
ბაღანას უძახჷქ, ქჷმაპატი გიო, ინა, მუ ჯოხო, დედაა..	I'm calling the child, I'm sorry, Gia, what is his name, God...
- დიტო.	Dito.
- დიტო.	Dito.
სახელ ხოლო ქა...ქაშმომოჩირთ ჩქაქ.	I made a mistake about his name.
,,დილა მშვიდობისა საქართველოშა’’ ჸოფე მოწვეულ დო დომრეკ ახალ ინას.	He was invited to the show "Good Morning, Georgia" and called me.
ოდო დემურ ბიძიავა, ჭუმე ოჭმარეს ქორჩოდჷნიაო.	He said: "Uncle Demuri, aren't busy tomorrow in the morning?"
მუშენი?	I said: "Why are you asking?"
მუდგარენ მოკონ თიქ ვათქუ დო დოირეკჷნქია დო დომრეკ ვითიშ გვერდის.	He said he wanted something. He couldn't tell it to me and promised that he would call me. He called me at half past nine.
დემურ ბიძიავა, ასე ქემერთია, ტელევიზორ ჩართია, მიწუ დო მუკჷვოჯინიო, ამარ ქოვძირ.	He said: "Uncle Demur, now go and switch on you TV". I watched it and saw him there.
დო წარმოიდგინ, ჩქიმ ნაკეთებ ჩონგურით დო ათე ჩელა ვარდუო ბიძია მიოგჷნ, მა ათაქ ჩილამურც იმგარდი, თი დონეშა.	Imagine, he played "Chela" with the lute made by me, my dear. I liked it so much that I cried here with tears running down.
ხო ქჷგახიოლუა გემორაგადუ თევრეგანშე, მუ ჯოხომაქ-უწიი.	He added: "Are you glad?"; I said that I, of course, was glad.
ათენათ რთულიე, მარა თი დონეშა ქიმიოგ დო კაკალე დიხაჲ ჟირხოლოჲ ჩაბერვა ხოლო [რდჷ დო].	It is difficult to play the pipe but he played it so well that sometimes he blew in two pipes.
თენა ირდ სოდგადნჷ ათავრე წალენჯიხაშ რაიონჷშა, თიჯგუა დაინტერესებულიე თენა.	Dito visited Tsalenjikha District because he is rather interested in musical instruments.
ოდო ეთექჷ ჯვეეშ ჭყჷშიქ დაგურუ თეენა.	There, in his village, an old shepherd taught him how to play it.
ათეჯგუა მოიტერეს..	He is rather interested.
- აის მუშე ამზადენთ, ან მასაჲა მუიჲე?	What do you make it of? What material is it?
- ათჷნა ორე დასურო ლარჭემს უძახჷნა თესჷ მარგაჲურო, ლერწამი - ქორთულო.	The Megrelian for it is "larchemi." The Georgian is "lertsami" [=reed].
ლარჭემიე, ჩაანს თენა თაქ.	Reeds grow here.
ხვარენდეს თესჷ იში, მურე თიჲ ჯოხონი, ბინეხიშ სინა ვარდჷნ თი დროსჷ თეშ გაბუნაფალო, მჷკაკილარო.	It was used, what do you call it, a wire for the vine, when there was no wire, it was used for fixing vines.
ნახვილენს გინმაბუნუანდეს, ქჷგაბუნუანდეს ოსურეფ მინდორს დო ჩაანდ თენა.	Women hung and fixed washed clothes with it; and reeds grew.
მა ვამჷჩანს, მარა ათაქ მეზობელს უჩანს ართ დიხას, მაჟია დიხას, მუდა დიხას ჩანსჷ დო ეთეურეგანშე რე თენა მოღალირჷ.	I don't have it but my neighbor has on one spot, on another as well, it grows on many locations and is brought from there.
ენა შიშხვათ გიშაგორე ოკო თენა.	You have to choose it with respect to thickness.
ოდო მიღჷ ასე ოძირაფალო, ნამდა პირველ საკრავიე, მიოგამალიე ვამიჩქ საკრავიშ სახელ მარგალურო.	I have something to show you; this is the first musical instrument. It is percussion. I don't know the Megrelian word for the instrument.
ოდო მარგალური, ათჷნა მარგა... ათეთ იჭყაფჷ არძა მა... ინა საკრავ, მარგალურჷ საკრავეფ.	It was Megrelian. This is the beginning of al Megrelian musical instruments, a history of Megrelian musical instruments.
ლარჭემიშ ისტორია ათეჯგუა რე მოკლეთ.	This is the history of a pipe in short.
